1.528379,1.6739836,5
12.537646,0.116259426,0
-2.2283192,8.65463,4
-7.419984,-5.030972,1
-3.9250777,5.091564,9
0.9310393,-7.055859,2
-4.794963,-10.780851,1
1.3861845,-2.865523,3
-5.4582663,-10.49367,1
-5.345752,8.713802,4
1.9842192,-2.4127133,3
0.0035883072,3.101028,5
1.7128199,-0.8145285,3
7.8372207,-1.559837,6
-4.5392065,-9.791802,1
-7.371183,2.5350509,7
0.38968286,-8.096166,2
-3.0988474,-1.6429899,8
6.757957,-2.228413,6
-5.0562377,3.788119,9
-1.7059906,8.3971815,4
12.894144,0.2352099,0
-4.7373304,4.149932,9
-7.4157233,-4.9537582,1
-5.55311,-8.999725,1
-1.0831913,-6.7042885,2
-4.002407,7.2678833,4
1.5606519,-2.169223,3
-6.784604,2.587613,2
-6.8098564,1.8710772,7
1.9668094,-0.6592758,3
-3.5185819,-1.5817461,8
6.9262505,-1.4030341,6
-5.166333,3.3489234,9
11.997457,-0.8138171,0
0.23153228,2.6750455,5
6.9791074,-2.3262668,6
12.237204,-0.6422954,0
-6.8557315,4.9687037,7
7.4100747,-1.757959,6
-6.228902,-9.076287,1
-2.3325038,-1.3560182,8
-6.603938,4.6286077,7
-5.132413,4.026287,9
0.59789574,-1.4024444,3
-3.857269,4.7470937,9
-1.5613533,-0.4942165,8
1.0525281,2.7731411,5
0.3628072,-1.0465102,9
1.4527298,-2.4754307,3
2.5867279,-1.6910286,3
12.359665,0.8668825,0
-8.160806,4.334477,7
-5.278175,7.6545615,4
-3.9786425,4.726871,9
-2.7484076,-0.8102883,8
11.644725,1.5415295,0
-4.6441293,3.93505,9
-2.5250142,8.036645,4
-6.8691473,-5.005808,1
-1.5690011,8.682918,4
-5.5359445,8.167319,4
6.997682,-2.7851875,6
12.630655,0.405241,0
-3.0572941,8.888592,4
0.05613061,3.2504969,5
7.426504,-2.4907033,6
-6.05415,-7.042179,1
11.938855,2.29152,0
11.259986,-0.051870294,0
-4.915666,-9.274779,1
-7.3686957,2.266238,7
-4.799488,-9.126254,1
7.512448,-2.132606,6
1.4068654,-1.3211536,3
12.08304,-0.39181903,0
-1.4438677,-6.6663027,2
-7.086107,-5.9234295,1
-6.3034334,-5.967385,1
-6.936571,1.9364,7
2.4814987,-0.08179072,9
12.045588,-0.36406693,0
0.68119895,-8.373691,2
7.8763175,-1.9029629,6
-7.292259,4.4909544,7
-2.34334,-1.547094,8
1.808078,-0.3499156,3
-4.053547,3.7987413,9
11.549853,1.498013,0
-4.7501044,9.112865,4
7.836373,-1.8476832,6
-7.872137,2.560532,7
-2.6329274,7.928511,4
7.3374906,-2.01873,6
-2.6654882,-0.8830968,8
11.879165,-0.38799646,0
-6.925378,3.8599281,7
-2.7855575,-1.1946816,8
1.4193946,-1.5053073,3
-7.1456223,-5.9514337,1
1.8456779,2.7329643,5
-8.2763195,3.6422484,7
-4.736301,-9.565384,1
-7.5066547,3.259422,7
-4.340785,-10.931968,1
-6.1290727,-6.0302114,1
7.071756,-1.5697542,6
2.2006133,-2.9374154,3
12.101037,2.29285,0
0.14285718,-6.0232306,2
-1.974545,6.539881,9
1.1890595,-2.3337326,3
-6.2394247,-9.352335,1
-6.164347,-5.3258653,1
12.905526,1.5585215,0
-4.8206854,8.576339,4
-2.9583106,5.4867897,9
-0.46575946,-6.493147,2
11.637131,0.5767732,0
13.010357,0.17319852,0
-7.4579263,3.3353605,2
12.413203,1.78516,0
-0.5241169,-7.052278,2
-7.5733643,2.2218459,7
-5.185806,-8.238216,1
-2.132237,-1.501196,8
6.787469,-1.7672049,6
-5.4383345,8.950754,4
-5.5548854,-9.294841,1
7.484272,-2.8829434,6
1.214574,-2.0626528,3
-5.35505,8.783451,4
2.3337007,-1.6764128,5
-4.762354,4.8378167,9
-4.053978,-11.252626,1
1.8448277,-3.2129478,3
1.2138371,-0.89662814,3
-2.8029351,-1.6528463,8
2.0297525,0.5303982,5
-5.1135654,8.102924,4
-6.1186824,3.3297522,7
-6.8428345,1.9067894,7
-4.3625855,7.9739876,4
0.020773392,-6.2958775,2
-0.8766307,-0.42878425,8
0.31611225,3.136589,5
-2.7118235,-1.1861644,8
7.0496426,-1.9669722,6
-5.8062816,3.5102057,7
1.4577659,-1.4934111,3
-4.174749,6.9940977,4
7.7156253,-1.9214556,6
-5.2151875,-8.032316,1
-4.975079,3.894556,9
-7.5778856,4.763615,9
7.6518455,-2.5443637,6
13.180199,1.331954,0
1.848636,-3.1823206,3
-8.3800745,5.7718244,7
-0.0030536524,-6.6424484,2
-1.3129188,-0.43124956,8
-0.9512084,-6.586724,2
-3.2281287,5.8699284,9
-5.437708,8.1436825,4
-1.9821566,8.485001,4
7.4926023,-2.338828,6
-4.716064,8.01677,4
-4.101439,3.994965,9
-6.3954797,3.3546054,7
11.681367,-0.43196785,0
-2.8455684,6.0255694,9
-0.20355035,-6.5693483,2
-7.8101115,4.767002,9
-0.09053976,2.9364216,5
-6.470927,-8.863798,1
0.28744662,2.8776312,5
-3.5104938,6.165155,9
-6.9586024,-6.6246552,1
1.6619375,-7.985294,2
1.2566321,-2.7331514,3
-1.4756986,-7.4803333,2
1.1634899,-3.0416489,3
2.2987304,0.18943036,5
-3.99006,4.427477,9
-4.5081463,-10.4760475,1
-8.031639,2.753809,7
7.0921264,-0.5420419,6
-0.7933727,-6.400379,2
-1.7097762,-0.12478862,8
-0.15766793,-6.329886,2
-0.5563117,-6.628398,2
0.27975276,3.1624808,5
11.633414,0.08942311,0
-7.918044,2.5795836,7
-2.8567085,8.339526,4
-4.7772064,3.7065747,9
-8.310775,5.423059,7
-3.1246238,-1.6508788,8
2.0821135,-1.4187131,3
0.4175338,-6.5692225,2
-4.7140656,-10.576509,1
-7.4249163,-4.849951,1
-2.8941112,-1.6750646,8
1.1120052,-2.9016314,3
6.8034306,-1.5814697,6
-6.4365444,-4.8290944,1
12.188698,1.6690931,0
1.5549808,-3.4005861,3
-6.0381207,-8.192846,1
12.056396,2.0324812,0
11.281695,0.659598,0
-5.930211,-8.067811,1
-5.377445,-10.162377,7
0.72630596,-7.462157,2
-8.136569,5.086477,7
2.3016338,-2.8214462,3
10.972168,0.2414255,0
-3.6737823,7.8482423,4
7.3133307,-0.7325227,6
1.0447801,1.702859,5
-1.3580755,-7.2217655,2
8.106825,-1.0842298,6
-1.6816831,8.474913,4
-7.5817714,3.0328827,7
-6.554067,2.74012,1
-2.7142553,-1.690723,8
-2.8428268,6.2343564,9
-4.5377707,4.875913,9
1.3969792,-0.43164352,3
12.025898,1.9755027,0
-6.881102,2.5269046,7
-5.4111867,-7.892581,1
10.80271,-0.27529025,0
1.0816205,-7.483579,2
11.561896,0.16336927,0
2.1763706,-3.0354462,3
1.4084489,2.7174327,5
-3.5761871,8.32336,4
7.5163994,-1.0591288,6
0.64851063,2.1571,5
-1.7957612,-1.400825,8
8.016109,-0.22132234,6
2.3977442,-2.5456245,3
-7.720392,3.4397426,7
2.4464946,0.88497955,5
-2.8320773,-1.5524344,8
11.863327,2.1271882,0
-4.598338,4.8616223,9
-4.447284,-10.876961,1
12.196199,2.1377957,0
-0.051277865,-5.657312,3
-6.01445,-8.05953,1
-0.6859838,-6.674366,2
1.6446041,-7.7595816,2
2.68635,-1.5032228,3
1.967022,-3.131911,3
6.854269,-3.6620677,6
-4.5830584,8.411747,4
-6.5738335,3.5839903,7
0.44236115,2.0598216,5
13.407308,1.7484943,0
7.835086,-1.8776283,6
7.552186,-3.3735368,2
-7.8068285,3.2811723,7
-1.5466019,6.945316,9
-2.952229,-1.2516382,8
2.2940412,0.8538222,5
-4.2908835,5.2268486,9
0.07444405,-6.2120457,2
-5.6763573,-6.7657905,1
-5.1785526,-7.981765,1
-4.495565,7.7577415,4
-3.768545,8.741724,4
0.6181866,2.1689317,5
6.9746814,-3.4060755,6
-4.4337997,8.409371,4
-6.5366874,-8.267287,1
1.3230814,-7.7988544,2
3.0315683,-1.6744167,5
1.1191186,-2.8042614,3
-4.16168,4.9314666,9
2.3158574,-2.9377663,3
-1.822416,6.6252112,9
12.059577,1.6017859,0
2.5463889,0.112715594,5
-4.572689,5.05797,9
7.663119,-1.9866725,6
0.13430464,2.3841305,5
-7.1148553,4.6286597,7
-4.425214,7.9996886,4
-6.323231,-7.308123,1
2.046838,-2.9795668,3
-4.0839925,6.742423,4
12.09147,0.7556575,0
-1.5175576,8.618843,4
-2.8781195,-1.6876656,8
11.471043,0.7090788,0
-4.5298963,8.570173,4
1.6158195,-0.82873815,3
7.928247,-0.91602254,6
-2.0150585,-1.2389625,8
-7.315761,2.908781,7
7.5219154,-2.5921335,6
12.468992,0.2835324,0
-7.136863,5.3643293,9
-7.090661,2.4171696,7
2.7475255,0.025684262,5
-6.87779,2.8962827,7
1.2354907,-7.5120873,2
-5.9862156,-6.1659946,1
-6.359035,-9.321459,1
7.999173,-1.5895926,6
-1.6309412,-0.50518656,8
-4.59647,4.857096,9
-2.8696783,8.627614,4
-6.564358,-5.6584773,1
2.554306,0.14958906,5
1.545551,-7.6667004,2
0.10902272,-6.3796864,2
-4.5241275,3.6942322,9
11.36006,0.06584692,0
2.1691144,-3.0679097,3
-1.7741433,6.1773696,9
8.01394,-0.6640363,6
-6.85008,4.4133472,7
1.3083677,-7.4755,2
11.598551,0.18578543,0
2.2415278,-3.136068,3
1.8952651,1.9037949,5
-4.4388804,8.470336,4
2.6889973,-1.4941087,3
7.3446345,-1.9580592,6
2.181771,1.2027678,5
-1.1040397,-0.9260494,8
-2.0125804,6.1847167,9
0.36036554,2.133372,5
-4.090593,7.5817676,4
-7.583976,2.756889,7
-3.7942393,8.359554,4
1.3573151,-7.5811315,2
-7.238889,5.3789005,7
2.0571237,-3.0009966,3
-4.2772856,7.0893826,4
-3.0765622,-1.7593098,8
-2.4267204,6.1837473,9
-6.6122365,-5.5995417,1
0.87739456,-2.3696291,9
1.4851809,-7.767642,2
-1.732465,-0.9829656,8
-7.630423,3.0007193,7
-2.754221,5.8487077,9
-6.727804,-5.3380575,1
0.16132732,-0.54610354,8
-6.682386,2.772727,7
-3.7054589,7.037734,4
-6.4737806,-4.9505124,1
0.9868333,-1.7418559,3
-6.468167,-5.766873,1
-4.4236445,-10.56751,1
12.270113,0.6784205,0
-1.2364687,-6.613957,2
1.2622162,-2.950721,3
-3.426245,5.561615,9
-5.0999646,7.9516397,4
-3.7171357,5.4352384,9
0.6956165,-7.496657,2
-4.862641,-8.881845,1
8.017258,-1.4310182,6
-2.2794468,-1.7512939,8
-4.1959505,8.221306,4
-6.125074,4.2086186,7
-8.064782,3.567768,7
-3.688789,7.678285,4
